Date,Temp Avg,Humidity Avg,RR
2025-04-01,24.5,94,6.4
2025-04-02,26.4,87,11.8
2025-04-03,26.3,88,9.6
2025-04-04,26.9,84,4.6
2025-04-05,26.5,85,0.0
2025-04-06,26.2,84,0.3
2025-04-07,27.2,83,6.8
2025-04-08,26.8,81,0.1
2025-04-09,27.7,81,0.0
2025-04-10,26.6,87,0.0
2025-04-11,26.5,86,0.6
2025-04-12,26.4,90,28.4
2025-04-13,25.7,90,3.0
2025-04-14,26.6,85,2.6
2025-04-15,25.5,91,0.0
2025-04-16,25.9,86,3.2
2025-04-17,27.1,87,6.8
2025-04-18,26.8,86,0.0
2025-04-19,27.1,84,0.0
2025-04-20,26.9,82,21.7
2025-04-21,26.4,85,0.0
2025-04-22,27.0,82,0.0
2025-04-23,26.5,83,0.0
2025-04-24,26.6,85,0.0
2025-04-25,26.8,85,1.8
2025-04-26,26.7,89,3.6
2025-04-27,26.9,87,36.9
2025-04-28,27.0,82,69.5
2025-04-29,27.2,81,1.6
2025-04-30,26.2,87,0.0
2025-05-01,27.2,82,19.8
2025-05-02,27.2,81,4.0
2025-05-03,26.7,85,0.0
2025-05-04,26.8,84,0.4
2025-05-05,26.5,85,0.0
2025-05-06,26.6,87,32.4
2025-05-07,25.6,94,19.2
2025-05-08,26.6,89,9.4
2025-05-09,27.0,87,55.2
2025-05-10,32.37,56,0.0
2025-05-11,34.51,58,0.0
2025-05-12,32.37,56,0.0
2025-05-13,34.51,58,0.0
2025-05-14,33.51,58,0.0
2025-05-15,32.37,60,0.0
2025-05-16,32.0,60,0.0
2025-05-17,32.73,63,0.0
2025-05-18,32.51,58,0.0
2025-05-19,32.37,56,0.0
2025-05-20,32.51,58,0.0
2025-05-21,32.51,58,0.0
2025-05-22,32.37,60,0.0
2025-05-23,32.0,60,0.0
2025-05-24,32.73,63,0.0
2025-05-25,29.56,75,0.0
